title,authors,publishedDate,categories,averageRating,ratingsCount,description,pageCount,language,previewLink,query
How to Start Your Own Business,['DK'],2021-02-09,['Business & Economics'],,,"This is your foolproof guide on how to make your start-up stand out from the crowd! Get professional business advice in the palm of your hands. This uniquely visual guide equips you with everything you need to know about setting up and running your own business. Are you looking to start a business? You’ll need advice on how to identify your customer, what pitfalls to anticipate, and how best to spend your time and money to turn your idea into a profitable venture. This insightful business book takes you through everything from balancing the books to building a brand. It inspires you to take that giant leap towards making your entrepreneurial dreams come true. The Simplest, Most Visual Guide to Becoming an Entrepreneur - Ever! This comprehensive guide to starting your own business acts as an invaluable blueprint for your path to business success. It’s the ultimate gift for entrepreneurs or anyone who wants to learn more about the world of business management. This informative reference book is packed with: • Practical, authoritative information on the skills required to run a small business • Easy-to-understand graphics • No-nonsense advice and jargon-free language • Insightful and inspiring quotes from the most successful minds in business This entrepreneur book gives you all the tools you need to understand how a modern start-up works and then start your own. Whether you're a CEO or an aspiring tech entrepreneur, the information and advice in How To Start Your Own Business can be applied to anyone. Complete the Series: This guide to setting up a small business is part of the How It Works Series from DK Books. Expand your knowledge about business and management even further with How Business Works and How Management Works.",0.0,en,http://books.google.co.in/books?id=s82OEAAAQBAJ&dq=business&hl=&cd=32&source=gbs_api,business
A Business History of India,['Tirthankar Roy'],2018-04-05,['History'],,,"In recent decades, private investment has led to an economic resurgence in India. But this is not the first time the region has witnessed impressive business growth. There have been many similar stories over the past 300 years. India's economic history shows that capital was relatively expensive. How, then, did capitalism flourish in the region? How did companies and entrepreneurs deal with the shortage of key resources? Has there been a common pattern in responses to these issues over the centuries? Through detailed case studies of firms, entrepreneurs, and business commodities, Tirthankar Roy answers these questions. Roy bridges the approaches of business and economic history, illustrating the development of a distinctive regional capitalism. On each occasion of growth, connections with the global economy helped firms and entrepreneurs better manage risks. Making these deep connections between India's economic past and present shows why history matters in its remaking of capitalism today.",314.0,en,http://books.google.co.in/books?id=o9tPDwAAQBAJ&dq=business&hl=&cd=33&source=gbs_api,business
Strategies for e-Business,"['Tawfik Jelassi', 'Francisco J. Martínez-López']",2021-06-29,['Business & Economics'],,,"This is the fourth edition of a unique textbook that provides extensive coverage of the evolution, the current state, and the practice of e-business strategies. It provides a solid introduction to understanding e-business and e-commerce by combining fundamental concepts and application models with practice-based case studies. An ideal classroom companion for business schools, the authors use their extensive knowledge to show how corporate strategy can imbibe and thrive by adopting vibrant e-business frameworks with proper tools. Students will gain a thorough knowledge of developing electronic and mobile commerce strategies and the methods to deal with these issues and challenges.",0.0,en,http://books.google.co.in/books?id=cRVczgEACAAJ&dq=business&hl=&cd=34&source=gbs_api,business
Business Studies,['Ian Marcousé'],2003,['Business'],,,"This textbook has been updated to meet the requirements of A Level Business Studies students. Illustrated with photographs and images, it follows a clear and coherent structure, with key terms highlighted throughout.",646.0,en,http://books.google.co.in/books?id=BA40PwAACAAJ&dq=business&hl=&cd=35&source=gbs_api,business
The Personal MBA,['Josh Kaufman'],2011-02-03,['Business & Economics'],,,"'No matter what they tell you, an MBA is not essential. If you combine reading this book with actually trying stuff, you'll be far ahead in the business game' KEVIN KELLY, FOUNDING EXECTIVE EDITOR OF WIRED Are you searching for your next challenge? Are you tempted to go to business school? Before you do, save your money and read The Personal MBA. Getting an MBA takes two years of your life. And most of it is spent on PowerPoint presentations and outdated financial models, rather than learning what it takes to run a real business. The Personal MBAdistils the most valuable lessons of the finest business school and the best business books of all time into simple, memorable ideas and tools. This book is all you need to learn the fundamentals of business. Master concepts such as the Iron Law of the Market and the twelve forms of value, and discover exactly how to apply them to transform your career. 'After you've read The Personal MBA, you won't be open to people telling you that you're not smart enough, not insightful enough or not learned enough to do work that matters. Josh Kaufman takes you on a tour of the key ideas in business' SETH GODIN, AUTHOR OF PURPLE COWAND LINCHPIN",537.0,en,http://books.google.co.in/books?id=jHWjsewBocUC&dq=business&hl=&cd=36&source=gbs_api,business
101 Things I Learned ® in Business School,['Michael W. Preis'],2010-05-20,['Business & Economics'],,,"101 THINGS I LEARNED® IN BUSINESS SCHOOL will cover a wide range of lessons that are basic enough for the novice business student as well as inspiring to the experienced practitioner. The unique packaging of this book will attract people of all ages who have always wondered whether business school would be a smart career choice for them. Judging by the growing number of people taking the GMATs (the entrance exam for business school) each year, clearly more people than ever are thinking about heading in this direction. Subjects include accounting, finance, marketing, management, leadership, human relations, and much more - in short, everything one would expect to encounter in business school. Illustrated in the same fun, gift book format as 101 THINGS I LEARNED® IN ARCHITECTURE SCHOOL, this will be the perfect gift for a recent college or high school grad, or even for someone already well-versed in the business world.",312.0,en,http://books.google.co.in/books?id=bJOSMSiPMVEC&dq=business&hl=&cd=37&source=gbs_api,business
Exploring Business,['Karen Collins'],2009,['Business'],,,,408.0,en,http://books.google.co.in/books?id=wzSgSQAACAAJ&dq=business&hl=&cd=38&source=gbs_api,business
Applications of Blockchain Technology in Business,"['Mohsen Attaran', 'Angappa Gunasekaran']",2019,['Educational technology'],,,"The book discusses the various ways that blockchain technology is changing the future of money, transactions, government, and business. The first two chapters walk through the foundation of blockchain. Chapters 3-12 look at applications of blockchain in different industries and highlight its exciting new business applications. It show why so many companies are implementing blockchain, and present examples of companies who have successfully employed the technology to improve efficiencies and reduce costs. Chapter 13 highlights blockchain's powerful potential to foster emerging markets and economies including smart cities, value-based healthcare, decentralized sharing economy, machine to machine transactions, data-sharing marketplace, etc. Chapter 14 offers a conceptual model, provides information and insights, and covers a step-by-step approach to plan and develop blockchain-based technology.",112.0,en,http://books.google.co.in/books?id=yI6jzQEACAAJ&dq=business&hl=&cd=39&source=gbs_api,business
Accounting in Business,"['R. J. Bull', 'Lindsey M. Lindley', 'D. A. Harvey']",1990,['Business & Economics'],,,"The prime objective of this long-established book is to provide the student with a broad perspective of business accounting based upon a sound conceptual framework. It does this by integrating the theory with the application, presenting accounting concepts as simply and directly as possible, and stimulating independent thought on the part of the reader.",505.0,en,http://books.google.co.in/books?id=MqaaAAAACAAJ&dq=business&hl=&cd=40&source=gbs_api,business
Africa's Business Revolution,"['Acha Leke', 'Musta Chironga', 'George Desvaux']",2018-10-30,['Business & Economics'],5.0,1.0,"The Definitive Guide to Doing Business in Africa For global and Africa-based companies looking to access new growth markets, Africa offers exciting opportunities to build large, profitable businesses. Its population is young, fast-growing, and increasingly urbanized--while rapid technology adoption makes the continent a fertile arena for innovation. But Africa's business environment remains poorly understood; it's known to many executives in the West only by its reputation for complexity, conflict, and corruption. Africa's Business Revolution provides the inside story on business in Africa and its future growth prospects and helps executives understand and seize the opportunities for building profitable, sustainable enterprises. From senior leaders in McKinsey's African offices and a leading executive on the continent, this book draws on in-depth proprietary research by the McKinsey Global Institute as well as McKinsey's extensive experience advising corporate and government leaders across Africa. Brimming with company case studies and exclusive interviews with some of Africa's most prominent executives, this book comes to life with the vibrant stories of those who have navigated the many twists and turns on the road to building successful businesses on the continent. Combining an unrivalled fact base with expert advice on shaping and executing an Africa growth strategy, this book is required reading for global business executives looking to expand their existing operations in Africa--and for those seeking a road map to access this vast, untapped market for the first time.",270.0,en,http://books.google.co.in/books?id=gMxXDwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=41&source=gbs_api,business
Business Organisation and Management,['P. C. Tulsian'],2002-09,"['Business, Organisation']",4.5,4.0,,736.0,en,http://books.google.co.in/books?id=Ldjh_97MzmIC&printsec=frontcover&dq=business&hl=&cd=42&source=gbs_api,business
The History of Business in Africa,['Grietjie Verhoef'],2017-10-16,['Business & Economics'],,,"This book offers a comprehensive study of the history of African business. By analyzing the specificities of African business culture, as well as the dynamically changing African policy context, the author sheds new light on the development of African enterprises, markets and institutions. The book covers a wide range of historical studies, starting with the earliest exchange networks, the new market opportunities resulting from European penetration, the dualism of state-owned companies and private enterprises during the twentieth century, the role of foreign direct investments and multinational companies during the 1990s, and the globalization of African business.",223.0,en,http://books.google.co.in/books?id=TFs6DwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=44&source=gbs_api,business
Data Science for Business and Decision Making,"['Luiz Paulo Favero', 'Patricia Belfiore']",2019-04-11,['Business & Economics'],,,"Data Science for Business and Decision Making covers both statistics and operations research while most competing textbooks focus on one or the other. As a result, the book more clearly defines the principles of business analytics for those who want to apply quantitative methods in their work. Its emphasis reflects the importance of regression, optimization and simulation for practitioners of business analytics. Each chapter uses a didactic format that is followed by exercises and answers. Freely-accessible datasets enable students and professionals to work with Excel, Stata Statistical Software®, and IBM SPSS Statistics Software®. - Combines statistics and operations research modeling to teach the principles of business analytics - Written for students who want to apply statistics, optimization and multivariate modeling to gain competitive advantages in business - Shows how powerful software packages, such as SPSS and Stata, can create graphical and numerical outputs",1246.0,en,http://books.google.co.in/books?id=ZvKRDwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=45&source=gbs_api,business
Artificial Intelligence for Business,['Rajendra Akerkar'],2018-08-11,['Business & Economics'],,,"This book offers a practical guide to artificial intelligence (AI) techniques that are used in business. The book does not focus on AI models and algorithms, but instead provides an overview of the most popular and frequently used models in business. This allows the book to easily explain AI paradigms and concepts for business students and executives. Artificial Intelligence for Business is divided into six chapters. Chapter 1 begins with a brief introduction to AI and describes its relationship with machine learning, data science and big data analytics. Chapter 2 presents core machine learning workflow and the most effective machine learning techniques. Chapter 3 deals with deep learning, a popular technique for developing AI applications. Chapter 4 introduces recommendation engines for business and covers how to use them to be more competitive. Chapter 5 features natural language processing (NLP) for sentiment analysis focused on emotions. With the help of sentiment analysis, businesses can understand their customers better to improve their experience, which will help the businesses change their market position. Chapter 6 states potential business prospects of AI and the benefits that companies can realize by implementing AI in their processes.",92.0,en,http://books.google.co.in/books?id=oKpoDwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=46&source=gbs_api,business
Introduction to E-business,['Colin Combe'],2006,['Business & Economics'],,,"Highlighting the key issues that affect businesses which have adopted the Internet as a means of trading or improving internal processes, this book explores the management of e-businesses and the formulation, implementation and evaluation of e-business strategies. Case studies include Amazon, e-Bay, Tesco.com, Yahoo and boo.com.",437.0,en,http://books.google.co.in/books?id=ddqMqmV_pdAC&printsec=frontcover&dq=business&hl=&cd=47&source=gbs_api,business
E-business Implementation,['Dougal Watt'],2007-06-01,['Business & Economics'],,,"'E-business Implementation' is written as a complete guide to successful e-business delivery, from both a project management and a detailed technological perspective. E-business provides a powerful mechanism for organizations to increase productivity and lower costs. However, in order to utilise these considerable benefits, companies must ensure their e-business is implemented correctly and is appropriate to their market segment. 'E-business Implementation' provides a comprehensive guide to successful implementation and is divided into three parts: * Part one begins with a project management structure designed to deliver successful e-business functionality within time and budget, while avoiding the high failure rates common to many technology projects. * Part two details key concepts, technologies, products, vendors, benefits, limitations, and high-level design architectures for e-business, in a phased and risk-managed approach. These include publishing through the Internet and Intranets, portals and content management systems, transacting using e-commerce, integrating internal enterprise applications, integrating with external partners and suppliers, and responding in real-time to changing levels of demand through dynamic e-business and web services. * Part three details a set of critical foundation technologies that must be implemented correctly for the e-business initiative to be successful. These technologies include e-business development languages such as Java, XML and .Net, hardware platforms and their operating systems, security and networking systems, the Internet Domain Name System, and Open Source technologies.",341.0,en,http://books.google.co.in/books?id=eDmEVvIjxWMC&printsec=frontcover&dq=business&hl=&cd=48&source=gbs_api,business
Platform Business Models,['R. Srinivasan'],2021-06-13,['Business & Economics'],,,"This book introduces platform firms as unique business models. Leveraging on the early literature on network economics and strategy frameworks, this book explores how platform business firms evolve in the modern business world. Taking a strategic perspective, this book engages the reader with core concepts, case studies, and frameworks for analyzing platform business firms. This book differentiates platform business firms from traditional pipeline firms; explores engagement with different actors, value creation, and operations of platforms; elucidates resources and capabilities of platform firms that provide them sustained competitive advantage; analyzes performance levers in operating platform business models, including complementarities with other business models; and discusses the sustainability of platform business models, in the face of regulatory and societal challenges, among others. The book is designed as a primer for entrepreneurs setting up and operating platform business firms, senior managers in large corporations repurposing their resources to initiate network dynamics in their businesses, early career managers, and professionals engaging with myriad platform firms for their professional and personal needs. This book intends to provide a decision-maker with a portfolio of decisions to make to create, operate, sustain, and generate value out of a platform business firm. It is also useful for policy professionals to appreciate the economics and policy implications of regulating and governing platforms in a post-digital world.",352.0,en,http://books.google.co.in/books?id=ry0zEAAAQBAJ&printsec=frontcover&dq=business&hl=&cd=49&source=gbs_api,business
Digital Business Transformation,['Nigel Vaz'],2021-01-05,['Business & Economics'],,,"Fuel your business' transition into the digital age with this insightful and comprehensive resource Digital Business Transformation: How Established Companies Sustain Competitive Advantage offers readers a framework for digital business transformation. Written by Nigel Vaz, the acclaimed CEO of Publicis Sapient, a global digital business transformation company, Digital Business Transformation delivers practical advice and approachable strategies to help businesses realize their digital potential. Digital Business Transformation provides readers with examples of the challenges faced by global organizations and the strategies they used to overcome them. The book also includes discussions of: How to decide whether to defend, differentiate, or disrupt your organization to meet digital challenges How to deconstruct decision-making throughout all levels of your organization How to combine strategy, product, experience, engineering, and data to produce digital results Perfect for anyone in a leadership position in a modern organization, particularly those who find themselves responsible for transformation-related decisions, Digital Business Transformation delivers a message that begs to be heard by everyone who hopes to help their organization meet the challenges of a changing world.",227.0,en,http://books.google.co.in/books?id=zuQSEAAAQBAJ&printsec=frontcover&dq=business&hl=&cd=50&source=gbs_api,business
Electronic Business and Marketing,"['Tokuro Matsuo', 'Ricardo Colomo-Palacios']",2013-04-06,['Technology & Engineering'],,,"Electronic business today is not only business transactions supported in information and communication technologies; it is a new way of communicating and integrating with customers, suppliers, employees and other stakeholders. In this scenario, electronic business is now part of a wider economic context that is causing radical transformations in business and organizations including the entire value chain from customer service to supply chain management. One of the areas affected is marketing. Given that the new technologies have enabled firms to reach out to global customers and has provided them with the opportunity to customize their strategies and offerings in an unprecedented way, the dynamics of marketing must be surveyed in order to study the impact of new trends like mobile customer relationship management or mass customization on marketing function. This book provides an overview of the e-Business and Marketing areas by uniting various papers from these fields. “Electronic Business and Marketing” includes theory and practice on electronic business and marketing from an academic and professional viewpoint providing also a forum for the exchange of research ideas and industry practices in these knowledge areas among practitioners, researchers and students.",179.0,en,http://books.google.co.in/books?id=Qvi5BQAAQBAJ&printsec=frontcover&dq=business&hl=&cd=51&source=gbs_api,business
Retail 101: The Guide to Managing and Marketing Your Retail Business,"['Nicole Reyhle', 'Jason Prescott']",2014-07-04,['Business & Economics'],,,"YOU CAN COMPETE WITH THE BIG-BOX STORES! Whether you're a seasoned merchant or retail newbie, Retail 101 is the guide you need to successfully manage, market, and grow your retail business, brick and mortar or online. From two of today's top retail thought leaders, Retail 101 serves both as a strategic planning guide and as a hands-on practical reference that answers your critical questions along the way. ""The ultimate how-to guide for independent retailers. Each chapter addresses a vital ingredient for retail success, including helpful ideas, useful lists, and action guides."" -- Ted Teele, Chief Executive Officer, SnapRetail ""While small retailers may feel like an endangered species, those who read this practical guidebook to retail survival will come away confident that they have unique assets they can turn into sustainable profits."" -- Molly Love Rogers, President and CEO of Internet Retailer ""If you've ever felt alone or frustrated building your business, read this book today!"" -- Joe Abraham, founder of BOSI Global, author of Entrepreneurial DNA",274.0,en,http://books.google.co.in/books?id=Wc-rAwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=52&source=gbs_api,business
The P.R.O. Business Mindset,['Tanvir Bhangoo'],2022-02-01,['Business & Economics'],,,"Speaker, Author, and P.R.O. Business Strategist Tanvir Bhangoo shares the leadership blueprint for achieving success in disruptive and uncertain environments – built from championship winning sports teams. Includes foreword by Jeff Adamson - Cofounder of SkiptheDishes and Neo Financial. Tasked with leading high stakes, transformational projects, tech executive Tanvir Bhangoo had to rely on more than just business fundamentals to excel. Tanvir applied leadership lessons from sports, based on what he had learned on the football field, to help organizations adapt and transform amid disruption and chaos. To share his winning formula with leaders around the world, he created The P.R.O. Business Mindset. This framework offers actionable leadership strategies to make big plays in the business world. In this book, Tanvir takes the reader through the 3 stages of The P.R.O. Business Mindset: O: The Off-Season (assess and build) R: The Regular Season (execute and implement) P: The Playoffs (optimize and gain momentum) Through engaging storytelling, Tanvir delivers tactical insights on how to build business playbooks and teams that can weather changes, allowing executives to battle competitive pressures, rising consumer demands, and turnover. It also includes 23 exclusive interviews with elite level athletes turned business leaders.",304.0,en,http://books.google.co.in/books?id=3eZeEAAAQBAJ&printsec=frontcover&dq=business&hl=&cd=53&source=gbs_api,business
Business Maharajas,['Gita Piramal'],2000-10-14,['Literary Collections'],,,"The inside track to India's most powerful tycoons The eight business maharajas profiled here are among Asia's most powerful industrial tycoons, Their combined turnover runs into billions of rupees, and between them they employ some 650,000 people, while indirectly affecting the lives of millions more. Sip a cup of tea, drive to work, listen to music, build a house and the chances are that in these and a myriad other ways you are using products that they manufacture or market. By any yardstick, the achievements of these men would rank among the great business stories of our time. How did these men build their enormous empires? What are their management secrets? How did they thrive and prosper even as others failed? What is their vision for the future? Top business writer and industry insider Gita Piramal draws on exhaustive interviews and in-depth research to discover the answers to these and related questions in her profiles of the men who will lead the country's push to become an industrial superpower in the 21st century.",521.0,en,http://books.google.co.in/books?id=pJv0AwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=54&source=gbs_api,business
Stakeholder Management,"['David Wasieleski', 'James Weber']",2017-06-02,['Business & Economics'],,,This book brings together leading scholars in the field of stakeholder management to bring to light new and cutting edge perspectives on this important field. It is intended as a resource for both emerging and established scholars to create innovative advances in stakeholder management.,301.0,en,http://books.google.co.in/books?id=KAAmDwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=55&source=gbs_api,business
Technology Business Incubators in India,"['M H Bala Subrahmanya', 'H S Krishna']",2021-01-18,['Business & Economics'],,,"Why do Technology Business Incubators (TBIs) emerge rapidly as an instrument of start-up promotion in emerging economies like India? In what forms? What role do they play in start-up promotion? What are their major achievements? These questions have been answered empirically in this book. Accordingly, this book explores the nature, structure and process of incubation resulting in start-up generation and in the process, R&D contribution emerging from TBIs comprising accelerators, incubators and co-working spaces in three of the leading start-up hubs, namely, Bangalore, Chennai and Hyderabad, in India. It describes typology, objectives, sponsors, and facilities provided by these TBIs. It further explores the process of selection, incubation and graduation of start-ups as it exists in these TBIs. Thereafter, it makes an assessment of R&D contributions that have emerged from the TBIs in the form of R&D inputs comprising personnel and capital expenditure, and R&D output in the form of new products/services developed, patent applications filed and revenue generated. Policy makers, researchers, engineering and management students, technology and business mentors, angels, venture capitalists, and MNC executives will find this book informative, revealing and a source of valuable insights on the new, emerging India.",135.0,en,http://books.google.co.in/books?id=tesUEAAAQBAJ&printsec=frontcover&dq=business&hl=&cd=56&source=gbs_api,business
E-Commerce,"['Parag Diwan', 'Sunil Sharma']",2002-08,['Electronic commerce'],,,"This book covers various standards in E-commerce, e.g. data communication and data translation. There are extensive illustrations on various issues ans E-commerce models, which provide a direction in the process of universal E-commerce. It is a complete guide to a business manager.",382.0,en,http://books.google.co.in/books?id=EE8orBg-OusC&printsec=frontcover&dq=business&hl=&cd=58&source=gbs_api,business
Managing Dynamic Technology-Oriented Businesses: High-Tech Organizations and Workplaces,"['Jemielniak, Dariusz', 'Marks, Abigail']",2012-06-30,['Computers'],,,"""This book explores the culture of modern high-tech workplaces and the different challenges and opportunities that new technologies present for modern workers and employers, reviewing various management practices throughout the world""--Provided by publisher.",332.0,en,http://books.google.co.in/books?id=TKyqax5UsyUC&printsec=frontcover&dq=business&hl=&cd=59&source=gbs_api,business
The Book of Business Awesome / The Book of Business UnAwesome,"['Scott Stratten', 'Alison Kramer']",2012-08-07,['Business & Economics'],,,"UnAwesome is UnAcceptable. The Book of Business Awesome is designed as two short books put together—one read from the front and the other read from the back when flipped over. Covering key business concepts related to marketing, branding, human resources, public relations, social media, and customer service, The Book of Business Awesome includes case studies of successful businesses that gained exposure through being awesome and effective. This book provides actionable tools enabling readers to apply the concepts immediately to their own businesses. The flip side of the book, The Book of Business UnAwesome, shares the train-wreck stories of unsuccessful businesses and showcases what not to do. Key concepts include the power of peripheral referrals and how to create content for your ""third circle"" Explains how to re-recruiting your employees and re-court your customers Ensure that your business remains awesome, instead of unawesome, and apply these awesomely effective strategies to your business today.",275.0,en,http://books.google.co.in/books?id=cEdOEAAAQBAJ&printsec=frontcover&dq=business&hl=&cd=60&source=gbs_api,business
Business Statistics,['Tulsian P.C. & Jhunjhunwala Bharat'],2008,['Business & Economics'],,,"Statistics - An Introduction 2. Classification And Tabulation 3. Diagrammatic And Graphical Presentation 4. Measure Of Central Tendency 5. Measures Of Dispersion 6. Skewness, Moments And Kurosis 7. Correlation 8.Regression Analysis 9. Analysis Of Time Series 10. Index Numbers",1072.0,en,http://books.google.co.in/books?id=sy9lDwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=61&source=gbs_api,business
"A Textbook of Business Mathematics, 4th Edition",['Hazarika Padmalochan'],,['Mathematics'],,,The new edition of A Textbook of Business Mathematics inches on its earlier editions and continues to provide a comprehensive coverage of important topics and concepts in business mathematics. The text integrates the standard curriculum and the manifold requirements of undergraduate business maths students.,734.0,en,http://books.google.co.in/books?id=TkRxDwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=62&source=gbs_api,business
Show Business,['Shashi Tharoor'],1994,['India'],,,,322.0,en,http://books.google.co.in/books?id=G3DgBu4AC7EC&printsec=frontcover&dq=business&hl=&cd=64&source=gbs_api,business
"Business Communication, 3rd Edition",['Madhukar R.K.'],,['Business & Economics'],,,"It is a comprehensive textbook especially designed for the students of commerce, management and other professional courses. It serves both as a learner´s text and a practitioner´s guide. It provides a sharp focus on all relevant concepts and cardinal principles of business communication and adds value to the reader´s understanding of the subject. Following a need-based and sequential approach, the book is highly stimulating and leads students to communicate with élan and prepare for work place challenges.",490.0,en,http://books.google.co.in/books?id=70h1DwAAQBAJ&printsec=frontcover&dq=business&hl=&cd=66&source=gbs_api,business
Indian Business,"['Pawan S. Budhwar', 'Arup Varma', 'Rajesh Kumar']",2019,['Business enterprises'],,,"This book brings together a wide range of experts to present a comprehensive insight into doing business in India. With expert coverage of the emerging political, legal and social frameworks, the book provides a rounded picture of business in the region.",0.0,en,http://books.google.co.in/books?id=aKOVAQAACAAJ&dq=business&hl=&cd=73&source=gbs_api,business
Stolen Focus,['Johann Hari'],2023,['Family & Relationships'],,,"THE SUNDAY TIMES AND NEW YORK TIMES BESTSELLERA SPECTATOR AND FINANCIAL TIMES BEST BOOK OF 2022A WATERSTONES NON-FICTION BOOK OF THE MONTH'If you read just one book about how the modern world is driving us crazy, read this one' TELEGRAPH'This book is exactly what the world needs right now' OPRAH WINFREY'A beautifully researched and argued exploration of the breakdown of humankind's ability to pay attention' STEPHEN FRY'A really important book . . . Everyone should read it' PHILIPPA PERRY---Is your ability to focus and pay attention in free fall?You are not alone. The average office worker now focuses on any one task for just three minutes. But it's not your fault. Your attention didn't collapse. It has been stolen.Internationally bestselling author Johann Hari shows twelve deep factors harming our focus. Once we understand them, together, we can take back our minds.",354.0,en,http://books.google.co.in/books?id=m9GkEAAAQBAJ&pg=PP1&dq=business&hl=&cd=74&source=gbs_api,business
Start Your Own Import/Export Business,"['Entrepreneur magazine', 'Krista Turner']",2014,['Business & Economics'],,,"Importing and exporting are trillion-dollar industries - but that doesn't mean they're just for big business. In fact, small businesses make up about 96 percent of this field. Get your share of an ever-expanding economy with the essential advice in this top-selling guide. As a successful import/export agent, you can net a healthy six-figure income by matching buyers and sellers from around the globe, right from your own home. This book is loaded with valuable insights and practical advice for tapping into highly lucrative global markets. You'll learn every aspect of the startup process, including: * Choosing the most profitable goods to buy and sell * Setting up and maintaining a trade route * Using the internet to simplify your transactions * How the government can help you find products and customers * Essential trade law information to keep your business in compliance * How to choose a customs broker * The latest government policies * Proven methods for finding contacts in the Unites States and abroad Tricks of the trade from successful importers/exporters and hundreds of valuable resources help you become a player in the lucrative world of international exchange.",0.0,en,http://books.google.co.in/books?id=dmTqwAEACAAJ&dq=business&hl=&cd=75&source=gbs_api,business
Digital Business and Electronic Commerce,['Bernd W. Wirtz'],2022-03-29,['Business & Economics'],,,"This textbook introduces readers to digital business from a management standpoint. It provides an overview of the foundations of digital business with basics, activities and success factors, and an analytical view on user behavior. Dedicated chapters on mobile and social media present fundamental aspects, discuss applications and address key success factors. The Internet of Things (IoT) is subsequently introduced in the context of big data, cloud computing and connecting technologies, with a focus on industry 4.0, smart business services, smart homes and digital consumer applications, as well as artificial intelligence. The book then turns to digital business models in the B2C (business-to-consumer) and B2B (business-to-business) sectors. Building on the business model concepts, the book addresses digital business strategy, discussing the strategic digital business environment and digital business value activity systems (dVASs), as well as strategy development in the context of digital business. Special chapters explore the implications of strategy for digital marketing and digital procurement. Lastly, the book discusses the fundamentals of digital business technologies and security, and provides an outline of digital business implementation. A comprehensive case study on Google/Alphabet, explaining Google's organizational history, its integrated business model and its market environment, rounds out the book.",758.0,en,http://books.google.co.in/books?id=8aHxzgEACAAJ&dq=business&hl=&cd=76&source=gbs_api,business
Fundamental Rights and the Legal Obligations of Business,['David Bilchitz'],2023-04-06,['Law'],,,"Corporations can significantly affect the fundamental rights of individuals. This book investigates how to determine the substantive content of their obligations that emanate from these rights. In doing so, it addresses important conceptual issues surrounding fundamental rights. From an investigation of existing legal models, a clear structural similarity surfaces in how courts make decisions about corporate obligations. The book seeks to systematise, justify and develop this emergent 'multi-factoral approach' through examining key factors for determining the substantive content of corporate obligations. The book defends the use of the proportionality test for ascertaining corporations' negative obligations and outlines a novel seven-step test for determining their positive obligations. The book finally proposes legal and institutional reforms - on both the national and international levels - designed to enhance the quality of decision-making surrounding corporate obligations, and embed fundamental rights within the corporate structure and the minds of key decision-makers.",0.0,en,http://books.google.co.in/books?id=Sut-zgEACAAJ&dq=business&hl=&cd=77&source=gbs_api,business
Business Process Management,['Mathias Weske'],2014-06-11,['Computers'],,,"Business process management is usually treated from two different perspectives: business administration and computer science. While business administration professionals tend to consider information technology as a subordinate aspect in business process management for experts to handle, by contrast computer science professionals often consider business goals and organizational regulations as terms that do not deserve much thought but require the appropriate level of abstraction. Matthias Weske argues that all communities involved need to have a common understanding of the different aspects of business process management. To this end, he details the complete business process lifecycle from the modeling phase to process enactment and improvement, taking into account all different stakeholders involved. After starting with a presentation of general foundations and abstraction models, he explains concepts like process orchestrations and choreographies, as well as process properties and data dependencies. Finally, he presents both traditional and advanced business process management architectures, covering, for example, workflow management systems, service-oriented architectures, and data-driven approaches. In addition, he shows how standards like WfMC, SOAP, WSDL, and BPEL fit into the picture. This textbook is ideally suited for classes on business process management, information systems architecture, and workflow management. This 2nd edition contains major updates on BPMN Version 2 process orchestration and process choreographies, and the chapter on BPM methodologies has been completely rewritten. The accompanying website www.bpm-book.com contains further information and additional teaching material.",0.0,en,http://books.google.co.in/books?id=PGb8oAEACAAJ&dq=business&hl=&cd=78&source=gbs_api,business
Business Benchmark Advanced Student's Book BEC Edition,['Guy Brook-Hart'],2007-03-08,['Foreign Language Study'],,,"Business Benchmark helps students get ahead with their Business English vocabulary and skills and gives them grammar practice in business contexts. This course book provides advanced-level students with essential business language and vocabulary, and provides training and practice for the BEC Higher exam, using real BEC exam tasks provided by Cambridge ESOL. Self-study Books, Teacher's Resource Books and Audio CDs (2) are also available.",192.0,en,http://books.google.co.in/books?id=QBubcQAACAAJ&dq=business&hl=&cd=79&source=gbs_api,business
